month,day,hr,total_volume
5,14,9,2150
5,14,10,2197
5,14,11,2598
5,14,12,2859
5,14,13,2998
5,14,14,3453
5,14,15,3442
5,14,16,3424
5,14,17,3850
5,14,18,3631
5,14,19,3498
5,14,20,3546
5,14,21,1939
5,14,22,1625
5,14,23,1340
5,14,24,1199
5,15,1,784
5,15,2,609
5,15,3,543
5,15,4,559
5,15,5,625
5,15,6,950
5,15,7,1861
5,15,8,2513
5,15,9,2200
5,15,10,2432
5,15,11,2660
5,15,12,2630
5,15,13,3204
5,15,14,3368
5,15,15,3643
5,15,16,3733
5,15,17,3917
5,15,18,3887
5,15,19,3390
5,15,20,2625
5,15,21,2581
5,15,22,1614
5,15,23,1533
5,15,24,1326
5,16,1,995
5,16,2,734
5,16,3,668
5,16,4,665
5,16,5,642
5,16,6,755
5,16,7,1511
5,16,8,2394
5,16,9,2773
5,16,10,2371
5,16,11,2648
5,16,12,2742
5,16,13,2526
5,16,14,2739
5,16,15,2944
5,16,16,2796
5,16,17,2882
5,16,18,2773
5,16,19,2701
5,16,20,2674
5,16,21,1848
5,16,22,1643
5,16,23,1586
5,16,24,1433
5,17,1,1039
5,17,2,814
5,17,3,725
5,17,4,715
5,17,5,590
5,17,6,645
5,17,7,1167
5,17,8,1708
5,17,9,2097
5,17,10,2132
5,17,11,2526
5,17,12,2774
5,17,13,3283
5,17,14,3428
5,17,15,3680
5,17,16,3376
5,17,17,2849
5,17,18,3381
5,17,19,3291
5,17,20,3315
5,17,21,2213
5,17,22,1524
5,17,23,1254
5,17,24,1035
5,18,1,740
5,18,2,563
5,18,3,511
5,18,4,478
5,18,5,631
5,18,6,1144
5,18,7,2349
5,18,8,2607
5,18,9,2291
5,18,10,2368
5,18,11,2834
5,18,12,2771
5,18,13,3019
5,18,14,3250
5,18,15,3638
5,18,16,3579
5,18,17,3733
5,18,18,3479
5,18,19,3336
5,18,20,3117
5,18,21,2028
5,18,22,1439
5,18,23,1128
5,18,24,931
5,19,1,677
5,19,2,530
5,19,3,494
5,19,4,495
5,19,5,547
5,19,6,925
5,19,7,2204
5,19,8,2554
5,19,9,2263
5,19,10,2202
5,19,11,2439
5,19,12,2722
5,19,13,2570
5,19,14,3215
5,19,15,3513
5,19,16,3536
5,19,17,3668
5,19,18,3634
5,19,19,3136
5,19,20,3007
5,19,21,2156
5,19,22,1569
5,19,23,1279
5,19,24,1011
5,20,1,701
5,20,2,550
5,20,3,521
5,20,4,532
5,20,5,569
5,20,6,906
5,20,7,2189
5,20,8,2342
5,20,9,2299
5,20,10,2423
5,20,11,2805
5,20,12,2910
5,20,13,2980
5,20,14,3133
5,20,15,3293
5,20,16,3558
5,20,17,3629
5,20,18,3566
5,20,19,3289
5,20,20,2885
5,20,21,1922
5,20,22,1650
5,20,23,1410
5,20,24,1225
5,21,1,778
5,21,2,552
5,21,3,544
5,21,4,556
5,21,5,619
5,21,6,917
5,21,7,1872
5,21,8,2719
5,21,9,2615
5,21,10,2801
5,21,11,2834
5,21,12,2932
5,21,13,2868
5,21,14,3328
5,21,15,3367
5,21,16,3370
5,21,17,3634
5,21,18,3503
5,21,19,3498
5,21,20,3220
5,21,21,2881
5,21,22,1745
5,21,23,1587
5,21,24,1105
5,22,1,839
5,22,2,636
5,22,3,587
5,22,4,579
5,22,5,663
5,22,6,956
5,22,7,2324
5,22,8,2598
5,22,9,2765
5,22,10,2834
5,22,11,3206
5,22,12,3415
5,22,13,3317
5,22,14,3461
5,22,15,3550
5,22,16,3650
5,22,17,3652
5,22,18,3391
5,22,19,3071
5,22,20,3244
5,22,21,2203
5,22,22,1703
5,22,23,1710
5,22,24,1675
5,23,1,1107
5,23,2,798
5,23,3,758
5,23,4,721
5,23,5,762
5,23,6,902
5,23,7,1947
5,23,8,2343
5,23,9,2767
5,23,10,3119
5,23,11,3305
5,23,12,3193
5,23,13,2675
5,23,14,2801
5,23,15,2850
5,23,16,2668
5,23,17,2930
5,23,18,2616
5,23,19,2579
5,23,20,2856
5,23,21,2131
5,23,22,1582
5,23,23,1544
5,23,24,1302
5,24,1,936
5,24,2,768
5,24,3,692
5,24,4,740
5,24,5,634
5,24,6,621
5,24,7,1247
5,24,8,1464
5,24,9,1708
5,24,10,1964
5,24,11,2301
5,24,12,2255
5,24,13,2220
5,24,14,2807
5,24,15,2871
5,24,16,2806
5,24,17,2726
5,24,18,2839
5,24,19,2451
5,24,20,2554
5,24,21,1966
5,24,22,1456
5,24,23,1262
5,24,24,1104
5,25,1,911
5,25,2,672
5,25,3,546
5,25,4,576
5,25,5,600
5,25,6,683
5,25,7,1094
5,25,8,1474
5,25,9,1861
5,25,10,1947
5,25,11,2167
5,25,12,2411
5,25,13,2848
5,25,14,2913
5,25,15,3157
5,25,16,3270
5,25,17,3135
5,25,18,3161
5,25,19,2681
5,25,20,2481
5,25,21,1759
5,25,22,1519
5,25,23,1125
5,25,24,907
5,26,1,642
5,26,2,570
5,26,3,480
5,26,4,535
5,26,5,673
5,26,6,1088
5,26,7,2324
5,26,8,2754
5,26,9,2450
5,26,10,2639
5,26,11,2962
5,26,12,3238
5,26,13,3119
5,26,14,3159
5,26,15,3471
5,26,16,3397
5,26,17,3213
5,26,18,3120
5,26,19,3053
5,26,20,2975
5,26,21,1919
5,26,22,1315
5,26,23,1065
5,26,24,964
5,27,1,704
5,27,2,583
5,27,3,490
5,27,4,522
5,27,5,574
5,27,6,937
5,27,7,1748
5,27,8,2749
5,27,9,2282
5,27,10,2418
5,27,11,2676
5,27,12,2961
5,27,13,3139
5,27,14,3346
5,27,15,3334
5,27,16,3465
5,27,17,3623
5,27,18,3687
5,27,19,3317
5,27,20,2884
5,27,21,1863
5,27,22,1408
5,27,23,1204
5,27,24,977
5,28,1,731
5,28,2,609
5,28,3,545
5,28,4,542
5,28,5,636
5,28,6,957
5,28,7,1683
5,28,8,2673
5,28,9,2434
5,28,10,2394
5,28,11,2515
5,28,12,2845
5,28,13,2941
5,28,14,3521
5,28,15,3184
5,28,16,3050
5,28,17,3206
5,28,18,2821
5,28,19,3500
5,28,20,3281
5,28,21,1881
5,28,22,1663
5,28,23,1360
5,28,24,1072
5,29,1,747
5,29,2,618
5,29,3,540
5,29,4,576
5,29,5,661
5,29,6,1037
5,29,7,1817
5,29,8,2658
5,29,9,2426
5,29,10,2174
5,29,11,2852
5,29,12,2912
5,29,13,3068
5,29,14,3271
5,29,15,3270
5,29,16,3427
5,29,17,3738
5,29,18,3592
5,29,19,3418
5,29,20,2813
5,29,21,2203
5,29,22,1599
5,29,23,1427
5,29,24,1345
5,30,1,980
5,30,2,800
5,30,3,712
5,30,4,718
5,30,5,711
5,30,6,801
5,30,7,1702
5,30,8,2101
5,30,9,2483
5,30,10,2612
5,30,11,2717
5,30,12,3004
5,30,13,2794
5,30,14,2941
5,30,15,2976
5,30,16,2915
5,30,17,2901
5,30,18,2764
5,30,19,2381
5,30,20,2896
5,30,21,2325
5,30,22,1311
5,30,23,1541
5,30,24,1204
5,31,1,1010
5,31,2,885
5,31,3,720
5,31,4,711
5,31,5,658
5,31,6,666
5,31,7,1382
5,31,8,1584
5,31,9,1836
5,31,10,2401
5,31,11,2966
5,31,12,2936
5,31,13,2737
5,31,14,2230
5,31,15,3389
5,31,16,3421
5,31,17,3049
5,31,18,3197
5,31,19,3122
5,31,20,2990
5,31,21,2168
5,31,22,1515
5,31,23,1326
5,31,24,965
